,utterance,intentClass,score
2143,lacky,E,0.01583346
2144,GG,O,0.003705064
2145,report sf [SEPA] ty ggwp,A,0.022706252
2146,gg,O,0.003705064
2147,wrong way,O,0.018083084
2148,pls 9 reports for lion [SEPA] for ruining gmae on purpose [SEPA] thanks,I,0.07221409
2149,offlane was ez too,I,0.9837684
2150,ggwp,O,0.003610623
2151,HOW R U THIS BAD SLARK?,I,0.099311516
2152,rq,O,0.012137395
2153,= [SEPA] +,O,0.011590024
2154,plz,O,0.049241398
2155,ez friend,I,0.9905439
2156,first time offlane wr?,O,0.013831448
2157,aw straight :#,O,0.005588163
2158,for carrying,O,0.008761648
2159,wait pleasse,A,0.041039355
2160,.....,O,0.005650146
2161,yes,O,0.00538252
2162,b,O,0.005477437
2163,LOL,O,0.003834314
2164,ggwp,O,0.003610623
2165,I know [SEPA] but still,O,0.008581201
2166,undying no crimson or guardian graves  [SEPA] qop carry items :D,O,0.049664654
2167,wp,O,0.004130142
2168,ty guys,O,0.022397323
2169,wait,A,0.007002303
2170,btf,O,0.005707939
2171,JUST QUIT DOTA 2 PLS,I,0.16277735
2172,Report him guys [SEPA] oh,A,0.024034765
2173,applaud,O,0.028240236
2174,lol,O,0.003834314
2175,gg,O,0.003705064
2176,ez game ez life,I,0.9908432
2177,go afk [SEPA] xd,A,0.01359224
2178,deward with sentry [SEPA] not observer,O,0.01284513
2179,lol,O,0.003834314
2180,MIRANA?,O,0.007103141
2181,hahaha,O,0.006264759
2182,wp [SEPA] end :),O,0.005542369
2183,thanks,O,0.005047334
2184,haha [SEPA] la la la,O,0.005881504
2185,gG wp,O,0.004298163
2186,mata,O,0.011411414
2187,noob,E,0.9852373
2188,ty,O,0.006772118
2189,keep giving gold,O,0.010214211
2190,Stfu kid :) [SEPA] go play at the school,E,0.9399243
2191,fuck off ww,E,0.9767893
2192,hahahiz,O,0.3242505
2193,lol,O,0.003834314
2194,dafuq,O,0.14443101
2195,gg,O,0.003705064
2196,uwon mid [SEPA] rightr,O,0.28263867
2197,g,O,0.004313199
2198,4 vs 5....,O,0.025287777
2199,haha,O,0.005444543
2200,thats it mate [SEPA] eat them trees,O,0.106617615
2201,w8 plz,A,0.024225673
2202,wait pls,A,0.007834143
2203,gg [SEPA] team rat,O,0.19811584
2204,Haha! xD,O,0.005533018
2205,u piece of shit,E,0.9812573
2206,let us end it,O,0.010503617
2207,bh,O,0.005594303
2208,ez,I,0.9906709
2209,hey my dear friend  don't kill noob team,E,0.98721445
2210,ughh [SEPA] sorry,O,0.046875224
2211,gegege,O,0.011423238
2212,gg,O,0.003705064
2213,nice,O,0.006206581
2214,ya [SEPA] like invo,O,0.008223289
2215,g,A,0.004313199
2216,hehe my dick foo,E,0.56100607
2217,,O,0.004165188
2218,EZ,I,0.9906709
2219,20-Jul,O,0.27635247
2220,!! [SEPA] gg,O,0.007736742
2221,reuse,O,0.32258686
2222,threw a bit [SEPA] ah well [SEPA] no regrets,O,0.110654265
2223,?,O,0.005423264
2224,what happened?,O,0.010614716
2225,Ez game with 2k players,I,0.9849952
2226,hows jung alch?,O,0.04167571
2227,we should pity the mentally ill [SEPA] hey [SEPA] whats up,O,0.22234385
2228,if werent for PL [SEPA] i would of own u guys,O,0.022473263
2229,sick,O,0.5845528
2230,reporting meepo,A,0.0273938
2231,if i playing am its vs 3pl always,O,0.04574837
2232,GG,O,0.003705064
2233,i had to restart my pc,O,0.038367715
2234,ggggg [SEPA] excellent [SEPA] wp all,O,0.1252276
2235,no balls,O,0.071914315
2236,ez,I,0.9906709
2237,lol gry,O,0.005924466
2238,?,O,0.005423264
2239,ty,O,0.006772118
2240,pick more riki pls [SEPA] fucking trash,E,0.9882181
2241,CRY VENO,O,0.14630961
2242,jsut make this game balnce [SEPA] i feed then ur meepo also,O,0.2130121
2243,>_<,O,0.007302851
2244,gg,O,0.003705064
2245,WOW U KILL SUPPORT [SEPA] COMMEND,I,0.04134479
2246,hahaha what are you doing bro xD,O,0.020918434
2247,lion [SEPA] how about now?,O,0.01047774
2248,h [SEPA] hahaha [SEPA] nice wait me,O,0.008153969
2249,+++,O,0.015523406
2250,lel,O,0.004434214
2251,EZ,I,0.9906709
2252,commend me babes,A,0.030473044
2253,u will def,O,0.031036196
2254,gg [SEPA] LOL,O,0.004668582
2255,LOL GRREDY,O,0.007831575
2256,WTF? [SEPA] Ez game ever [SEPA] Btw ez mid,I,0.9867421
2257,report for vd [SEPA] bd,A,0.027637184
2258,Zenokaiais actualyl always brood n the other team,O,0.3778832
2259,THWN ORAXCLE AND WIM +1000% TO WIN!,O,0.010753469
2260,haha [SEPA] short time?,O,0.008750694
2261,hes not coming,O,0.0078044
2262,NB [SEPA] THIS ALCHE,O,0.019224506
2263,ez fucking invo,E,0.9920506
2264,we waited for yoor dc,A,0.009121353
2265,wait rc',A,0.004766058
2266,Ya,O,0.006155929
2267,gg,O,0.003705064
2268,hahaha,O,0.006264759
2269,report enigma [SEPA] pls [SEPA] u can push,A,0.055050157
2270,tiny...huhuh?,O,0.01827519
2271,is this a record for u  yellow?,O,0.13338344
2272,ingame [SEPA] please wait,A,0.007338935
2273,WP puch [SEPA] puck,O,0.019815497
2274,ACLHE [SEPA] ACCOUNT BUYER [SEPA] SHIT,E,0.9807138
2275,it was okay,O,0.014340684
2276,go search on google.,O,0.022301631
2277,BOOM [SEPA] AM,O,0.034576617
2278,chill [SEPA] dont give up yet,O,0.015072422
2279,Neaaaaaaaar [SEPA] gtfo huhuhu,O,0.120935604
2280,end [SEPA] don't def,O,0.017154273
2281,if you kill me again [SEPA] ill rq,O,0.11708662
2282,ahaha [SEPA] ahaha [SEPA] ahhah,O,0.008576443
2283,gg ;ads,O,0.021586593
2284,ggwp,O,0.003610623
2285,just ff [SEPA] i will feeed u,O,0.04888234
2286,and u are reported u small dick kid [SEPA] hf :),E,0.963244
2287,./.,O,0.006806187
2288,Jul-35,O,0.2852113
2289,:D,O,0.004515493
2290,Hahaha,O,0.006264759
2291,u mad?,E,0.687984
2292,ff,O,0.008180552
2293,end mid,O,0.01952326
2294,ggwp [SEPA] ez,I,0.982349
2295,hey [SEPA] bitches [SEPA] dont kill me,E,0.9722482
2296,gg,O,0.003705064
2297,zzz,O,0.01002048
2298,LMOFA,O,0.005540648
2299,Yah,O,0.00554757
2300,COME [SEPA] IM PRO [SEPA] LINA PRO [SEPA] HAHAH,O,0.042913683
2301,REALLY?,O,0.009990501
2302,5 man top or mid and end [SEPA] pls,O,0.043567613
2303,pick wk,A,0.007649174
2304,"heh, if only it were that easy",O,0.012646723
2305,wp [SEPA] 5 man blakc hol,O,0.032728337
2306,recon,A,0.006585054
2307,all ty,O,0.01095538
2308,gg,O,0.003705064
2309,30 gold missing,O,0.021129224
2310,better quit,O,0.1710512
2311,GG WP,O,0.004298163
2312,gg wp,O,0.004298163
2313,u can ss me now [SEPA] happy?,O,0.063227996
2314,typical sb :s [SEPA] i wanna see 1 good sf [SEPA] in my life,O,0.119347416
2315,100 [SEPA] trash,E,0.9772723
2316,4-0 mid,O,0.7974218
2317,I HATE THIS TEAM!!!!! [SEPA] HHSHSDHSD,E,0.07230419
2318,add me [SEPA] ill carry u [SEPA] haha,O,0.040526226
2319,ok,O,0.005705491
2320,<3,O,0.009670678
2321,Dude play for fun u win,O,0.1548072
2322,Love this game Dota 2,O,0.059194796
2323,30 sek [SEPA] he back,O,0.02989645
2324,0 8 [SEPA] 1 9,I,0.81135696
2325,ggwp,O,0.003610623
2326,STFU ANIMAL [SEPA] I FUCKED YOUR MOM,E,0.98809636
2327,ahah [SEPA] ez [SEPA] ahah,I,0.9129577
2328,wh,O,0.003899604
2329,i rune,O,0.01441145
2330,mega by,O,0.03362271
2331,ggwp,O,0.003610623
2332,wtf,O,0.006190833
2333,Da fuck,E,0.975443
2334,bye nigga,E,0.6792621
2335,fuck u doom =]] [SEPA] now he kill me,E,0.9614915
2336,you cant fin this ez game [SEPA] know why?,I,0.9833083
2337,hahaha [SEPA] hahahah,O,0.008948816
2338,its already night,O,0.014025542
2339,map hack,O,0.012892826
2340,stfu pls,E,0.7480615
2341,chicken?,I,0.58293897
2342,hahaha,O,0.006264759
2343,not toaday,O,0.355811
2344,Ez,I,0.9906709
2345,i wait you win sf [SEPA] ...,O,0.013759335
2346,Push mid,A,0.036529984
2347,bg report legion [SEPA] ^_^,A,0.012716923
2348,kappa,O,0.007271068
2349,5 heroes,O,0.052540068
2350,O.o,O,0.00473307
2351,nice tryhard [SEPA] silencer [SEPA] sentry dust,O,0.08269058
2352,intro boys [SEPA] o0o qop,O,0.042432252
2353,ES [SEPA] A FREAKING KEYBOARD WARRIOR,O,0.61023784
2354,grill stop it,O,0.04004367
2355,ez [SEPA] hahaha [SEPA] ez [SEPA] fku u [SEPA] gg,E,0.9900058
2356,uya [SEPA] ks [SEPA] kayyyy esss,O,0.027029613
2357,ui can be my ward [SEPA] Share vision,O,0.021902515
2358,sup guys [SEPA] wadap,O,0.022725916
2359,why u dont stun sniper,O,0.03761053
2360,bc im not so good for 18,O,0.01171945
2361,"thx, ditto",O,0.01762391
2362,he such an idiot at mid,E,0.9797534
2363,me?,O,0.006838924
2364,thx,O,0.004303942
2365,ROFL [SEPA] not worth [SEPA] stupid ppl [SEPA] XD,E,0.9299686
2366,yeyah slark is really bad,I,0.12574735
2367,wp,O,0.004130142
2368,who care :),O,0.015664179
2369,14-Feb,O,0.48788133
2370,sounds great,O,0.011368948
2371,emo noobs,E,0.9847343
2372,:V,O,0.005727126
2373,BOT,O,0.030006722
2374,"They have less ping, more teams. etc",O,0.020904565
2375,distract them  [SEPA] We win,O,0.008763214
2376,haha,O,0.005444543
2377,ez [SEPA] ezzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,I,0.56688285
2378,who mid?,O,0.02072366
2379,25,A,0.012697199
2380,pls tp mid to save silencer,O,0.030653033
2381,:D,O,0.004515493
2382,30s pause?,O,0.010519825
2383,mvp 2-0'd them last time they played [SEPA] let alone with reisen,O,0.13436636
2384,gg friends,O,0.034448504
2385,the miss,O,0.006932943
2386,ggwp,O,0.003610623
2387,wp [SEPA] ez,I,0.98569494
2388,gg tiny [SEPA] noob itny [SEPA] rperot tiny,E,0.98245853
2389,fuckin wait [SEPA] retarded russian shits,E,0.98578346
2390,ama,O,0.017954638
2391,sf eul dagger,O,0.03997334
2392,why?,O,0.005917509
2393,ez mmr,I,0.9898437
2394,WE ARE A TEAM,O,0.041015886
2395,relax boy,O,0.046322413
2396,yeah,O,0.01935722
2397,bobo [SEPA] catcher,O,0.25199893
2398,odd,O,0.014428189
2399,but now having dc and waiting  great game,A,0.021352855
2400,xD [SEPA] 1000 - 100 [SEPA] xD,O,0.015457472
2401,goodbye my treee,O,0.018210262
2402,idk what country this stupid doom is,E,0.96305394
2403,rich?? [SEPA] 100 coin rich? [SEPA] idiot?,E,0.90995455
2404,report veno [SEPA] plz,A,0.08802923
2405,gg,O,0.003705064
2406,^_^,O,0.007004953
2407,And it was 3 fro mthat point forward,O,0.009441065
2408,JAJAJAJA [SEPA] baited,O,0.03216762
2409,REPORT,A,0.013593352
2410,didn't like my cow joke? [SEPA] fuck.,O,0.9675541
2411,max,O,0.013850414
2412,:3,O,0.009077095
2413,ji jugger,O,0.25879356
2414,4th pick am like a boss,O,0.24977838
2415,wk,O,0.005618651
2416,:D:D:D,O,0.00458265
2417,HJAHH,O,0.006491351
2418,uguys so bad,I,0.19718704
2419,end,O,0.005261279
2420,We end,O,0.005331955
2421,gg  wp,O,0.004298163
2422,check [SEPA] profile? [SEPA] forever invoker?,O,0.092792295
2423,ez,I,0.9906709
2424,bitch,E,0.9798282
2425,lag,O,0.003736249
2426,end,O,0.005261279
2427,sorry lina u dead,O,0.2658938
2428,ok noobs|,E,0.9842957
2429,gogog [SEPA] zhdu,O,0.03336635
2430,gg,O,0.003705064
2431,sure,O,0.010359842
2432,GG kids,E,0.5000654
2433,i give you an item [SEPA] don´t care set [SEPA] whatever [SEPA] just report this game ruiner,A,0.27150175
2434,now?,O,0.0064144
2435,pls,O,0.005020918
2436,ayy,O,0.010100351
2437,ded,O,0.005887308
2438,lol,O,0.003834314
2439,run ?,O,0.010115227
2440,xaxa bog,O,0.019406868
2441,report lina gg wp,A,0.013202729
2442,hahaha,O,0.006264759
2443,forgive and forget right?,O,0.023342157
2444,no luck [SEPA] just skill,O,0.016274193
2445,So [SEPA] Stupid,E,0.9785557
2446,NOOB TEAM,E,0.98703396
2447,report wr,A,0.009928701
2448,ez [SEPA] ez [SEPA] ez,I,0.9908805
2449,just go kill wr we dont def him,O,0.030754993
2450,wp pudge,O,0.010492438
2451,np honey,O,0.13131322
2452,score dictates gameplay ,O,0.036704797
2453,WOW [SEPA] SPECTRE,O,0.012032129
2454,no [SEPA] not luck,O,0.01952512
2455,ez [SEPA] :DDD,I,0.98530316
2456,team is the worst shit ever,E,0.97771204
2457,THAT BB,O,0.008124674
2458,DID U KNOW U GUYS ARE SOOOO NOOOB?,E,0.22761874
2459,omg,O,0.007064862
2460,WC [SEPA] 20 SEC,O,0.018567529
2461,dont give to rubick useless,E,0.5232177
2462,Id ont know,O,0.014306915
2463,gg ursa,O,0.01639974
2464,you didnt juke,O,0.014429748
2465,GG,O,0.003705064
2466,niggas,E,0.65110075
2467,RAGE QUITRR,I,0.87285054
2468,lucky sf,O,0.15666416
2469,WTF ARE U DOING?,O,0.027143043
2470,?,O,0.005423264
2471,WOAH [SEPA] last second  [SEPA] agk disruptor [SEPA] afk,A,0.040838357
2472,EZ,I,0.9906709
2473,la fiesta esta muy lica [SEPA] wtf [SEPA] LA FIESTA,I,0.024045806
2474,u dont have one,O,0.021282563
2475,ggwp,O,0.003610623
2476,:P,O,0.004344692
2477,lol,O,0.003834314
2478,GG,O,0.003705064
2479,Dcm cai ngay lol :(,O,0.008956215
2480,GG PUssy :),E,0.815257
2481,hahahahaha,O,0.007855045
2482,hahaahahahahaha,O,0.00970157
2483,omni highest winrate hero [SEPA] timber lowest,O,0.2474769
2484,noobs,E,0.9849996
2485,dont stick like dat,O,0.023014866
2486,NOOOOOOOO,O,0.063362926
2487,end,O,0.005261279
2488,you still noob,E,0.98581624
2489,nice,O,0.006206581
2490,dont even buying pt,O,0.10631391
2491,GG,O,0.003705064
2492,lows,O,0.020319412
2493,hmm [SEPA] qopp,O,0.011473073
2494,REPORT,A,0.013593352
2495,YOU MEAN THE FUCK?,E,0.97240585
2496,all of you fuck you,E,0.97588897
2497,we don care [SEPA] hahaha,O,0.010666149
2498,gg all,O,0.00511233
2499,nice doom picking [SEPA] get rekt,O,0.046456564
2500,Really so stupid,E,0.96838063
2501,ez,I,0.9906709
2502,fnish this game [SEPA] and report blue,O,0.052089136
2503,gg wp [SEPA] report alch,A,0.025405664
2504,ya ya,O,0.008417342
2505,w8 cour bh,A,0.010084977
2506,:( [SEPA] please leave me alone,O,0.010103054
2507,#worthit,O,0.014661568
2508,OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog,O,0.053560287
2509,have you seen our picks?,O,0.015337792
2510,Lol,O,0.003834314
2511,commend,A,0.009453964
2512,ok,O,0.005705491
2513,XD,O,0.005783994
2514,i literally wanna cry,O,0.08553762
2515,bloodseeker MVP [SEPA] bloodseeker mvp,O,0.35933685
2516,is worst dota,E,0.60155946
2517,gg,O,0.003705064
2518,lol,O,0.003834314
2519,ur qop is the problem [SEPA] cumback,O,0.37784111
2520,wrong,O,0.01571426
2521,350,O,0.006068631
2522,fuck you dagon nyx [SEPA] is niet over,E,0.96587425
2523,no rosh for u [SEPA] ))) [SEPA] 9k plays right there,O,0.2824326
2524,the do you actually work is the quesiton,O,0.03443115
2525,EZ,I,0.9906709
2526,LOL,O,0.003834314
2527,Bristle can you keep fucking around while your team takes rax that'd be tops [SEPA] It's working very well,E,0.9714726
2528,yall buns,O,0.028468458
2529,our ww hasnt 1rs [SEPA] 1rst,O,0.06744036
2530,gg wp,O,0.004298163
2531,W8 GUYS [SEPA] RECION [SEPA] RECON PUDGE,A,0.0699236
2532,coz he made you fat that's why  [SEPA] lobby?,O,0.12234989
2533,5v3,O,0.119637415
2534,this team gave me aids,O,0.1958563
2535,lol,O,0.003834314
2536,kate,O,0.010747641
2537,MATES,O,0.02348012
2538,your sb showed your selfish ness,O,0.9372182
2539,GGGG,O,0.020532474
2540,LOL aa [SEPA] ahha,O,0.004089353
2541,how does a viper lose that hard to a dp mid [SEPA] when me and pudge ganked him twice,O,0.07198359
2542,:),O,0.005566981
2543,i solo killed u with your support,O,0.018750237
2544,ty,O,0.006772118
2545,GG kids,O,0.5000654
2546,:'(,O,0.005388502
2547,course i did,O,0.007265986
2548,bye [SEPA] baited [SEPA] fuck [SEPA] shit [SEPA] phoenix no ult [SEPA] go,E,0.976939
2549,report doom he is taking my builddings,I,0.027644316
2550,in lol only have 5,O,0.012721504
2551,?,O,0.005423264
2552,es [SEPA] lion said [SEPA] dont lc too early,O,0.009721106
2553,fuk,E,0.46441117
2554,such trash heroes,E,0.94519347
2555,BOOOM!!! [SEPA] WHYY WHYYY,O,0.061492775
2556,time to going,O,0.0077994
2557,wp,O,0.004130142
2558,xD,O,0.005783994
2559,how does it go again slardar?,O,0.014034143
2560,? [SEPA] ?,O,0.006988173
2561,gg,O,0.003705064
2562,prretty hard to even try to play with 5k ping,O,0.15186872
2563,trust me im 2k,O,0.05145731
2564,you're all so bad [SEPA] literally [SEPA] but whatever,O,0.07296961
2565,:P,O,0.004344692
2566,me too,O,0.011149463
2567,Shet,O,0.008250334
2568,go venge! its up to you [SEPA] lol,O,0.008151162
2569,gg,O,0.003705064
2570,sad life brah come add me on steam [SEPA] cuz your english sucks,E,0.94008636
2571,NO,O,0.010562891
2572,gg,O,0.003705064
2573,Hey,O,0.006429269
2574,rekt,O,0.044940688
2575,ok [SEPA] am clearly wants to lose [SEPA] i wont stop him from doing that [SEPA] retard has 30 min manta with 0 pressure,E,0.693999
2576,lol [SEPA] ur so good,O,0.011533743
2577,i win every tim,O,0.01955842
2578,NOOB WEAVER,E,0.9883802
2579,it will lol,O,0.006574323
2580,wp sven,O,0.007447721
2581,what,O,0.005945568
2582,That's what they say,O,0.008672628
2583,sell item [SEPA] and go [SEPA] dont end fast [SEPA] LOL,O,0.11803694
2584,they didnt know [SEPA] how they doing,O,0.009982468
2585,it is enigma,O,0.031448275
2586,sad [SEPA] b,O,0.019409012
2587,the god,O,0.013882305
2588,o.o,O,0.00473307
2589,bot was easier tbh,I,0.101149194
2590,GG,O,0.003705064
2591,hard game [SEPA] i struggled bone [SEPA] :) [SEPA] commend me,A,0.20563151
2592,but did u die?,O,0.027139053
2593,wp,O,0.004130142
2594,LAN party nightmare,O,0.08476628
2595,X8) [SEPA] y,O,0.006763815
2596,that was weird,O,0.13036044
2597,cant even kill me?,O,0.03661074
2598,gg [SEPA] so bad,O,0.03610098
2599,HAHAH,O,0.005882741
2600,yep,O,0.007196577
2601,mkb techies,O,0.018750535
2602,gg,O,0.003705064
2603,ty,O,0.006772118
2604,ouch,O,0.005622758
2605,end na,O,0.006384868
2606,?,O,0.005423264
2607,gg Wp,O,0.004298163
2608,so si,O,0.00824891
2609,ez sniper,I,0.9887206
2610,russian throw,E,0.05395276
2611,? [SEPA] my name [SEPA] says it,O,0.029201508
2612,TY [SEPA] DAUN,O,0.005324906
2613,nope,O,0.009852266
2614,5 heroes,O,0.052540068
2615,why are you talking like you're a good player [SEPA] you're being carried by a brokenn hero [SEPA] too broken for CM [SEPA] a hero multiple pros have said they will quit if they ever see him in CM,O,0.28130338
2616,rofl [SEPA] literally destroyed,O,0.01071345
2617,alch,O,0.019917
2618,cz hes the reason why we lost [SEPA] report him pls,A,0.11329309
2619,not luck just bait,O,0.028840374
2620,0%,O,0.1845159
2621,:D,O,0.004515493
2622,how is it not a good reason?,O,0.016618362
2623,commend cute pudge,A,0.1012647
2624,ITS OKAY,O,0.010267527
2625,bobo,O,0.017453413
2626,sb [SEPA] look at that,O,0.013411121
2627,yeanhj,O,0.005644865
2628,no,O,0.010562891
2629,run at me [SEPA] diurrrr [SEPA] im pudge [SEPA] i have the logic of a cow,O,0.15869455
2630,got 9 now,O,0.00988911
2631,1 vs 5,I,0.18709162
2632,and flames,O,0.01063451
2633,w8 him,A,0.006557887
2634,commend us,A,0.012148286
2635,ty WR <3,O,0.007843296
2636,all super saiyan,O,0.023443922
2637,laik? [SEPA] for noob void [SEPA] go fuck u IMBA [SEPA] ez mid,E,0.9901849
2638,DUDE,O,0.056676615
2639,ggwp,O,0.003610623
2640,EZ MID [SEPA] 2k mmr [SEPA] shit,I,0.9914479
2641,KEK [SEPA] u are shit [SEPA] peruvian,E,0.98367566
2642,Black out,O,0.012990095
2643,?nnnnnnnnnnnnnnnn,O,0.010779812
2644,decent try,O,0.06409981
2645,hehe,O,0.006088088
2646,u suck me gooooood,E,0.9649837
2647,gg!!,O,0.005753625
2648,:D,O,0.004515493
2649,owned by a dumb dp yeah,E,0.64872146
2650,wheres your dust bro [SEPA] 6.2k,O,0.28732064
2651,?,O,0.005423264
2652,gg,O,0.003705064
2653,"yep, i'm gay",O,0.23358881
2654,idiot [SEPA] noob,E,0.9910143
2655,w8,A,0.004498179
2656,commend me,A,0.012103174
2657,pepet,O,0.02856247
2658,REKT,O,0.044940688
2659,good thing husk wanted to farm the whole game,O,0.23547633
2660,ggwp,O,0.003610623
2661,hah,O,0.0055283
2662,gg wp,O,0.004298163
2663,EZ,I,0.9906709
2664,wait,A,0.007002303
2665,GO CRY,O,0.105795465
2666,Hehe TT :#,O,0.005281219
2667,:)),O,0.006101526
2668,:),O,0.005566981
2669,internet dies [SEPA] not his fault,O,0.20199783
2670,easy mid tinker [SEPA] i lose [SEPA] gg wpp commend tinke,A,0.1681828
2671,NICE BLOCK,O,0.006739372
2672,rofl,O,0.008073466
2673,tru,O,0.007151136
2674,enigma [SEPA] jungler [SEPA] pro,O,0.08080084
2675,such a nice game,O,0.033018664
2676,heheh [SEPA] wb doom [SEPA] i wanted to pause for u,A,0.016880337
2677,chickens,O,0.25192133
2678,this guy [SEPA] is akf,O,0.15655197
2679,gg,O,0.003705064
2680,lel,O,0.004434214
2681,gg [SEPA] commend me ty,A,0.009437203
2682,ÓÅÖ,O,0.011857199
2683,straight [SEPA] waste of time [SEPA] cant even def,O,0.028157935
2684,HGhaha,O,0.012159352
2685,hey b9,O,0.010950211
2686,need abba now bro?,O,0.030991761
2687,lol,O,0.003834314
2688,?,O,0.005423264
2689,commend me [SEPA] hahahahah,A,0.010937549
2690,This is your fault balanar!,O,0.06950926
2691,)),O,0.006264183
2692,ya i too,O,0.010975021
2693,unpause pls,A,0.013065386
2694,RS,O,0.009888751
2695,we barely won,O,0.005279007
2696,nice,O,0.006206581
2697,lol,O,0.003834314
2698,H UIFHIUWEHFOUIHWEF,O,0.015263272
2699,what twisted soul goes dagon on bara?,O,0.0841636
2700,:3,O,0.009077095
2701,wtf,O,0.006190833
2702,lmao,O,0.006989517
2703,sf's call,O,0.009759002
2704,LEL,O,0.004434214
2705,LMAO FUCKING VLADS VIPER [SEPA] ROFL,E,0.9712375
2706,Ggwp,O,0.003610623
2707,11 [SEPA] 10,A,0.39221075
2708,dont be a jerk,O,0.35764593
2709,fair game.,O,0.018046549
2710,hey,O,0.006429269
2711,you noob,E,0.985393
2712,gege,O,0.008831371
2713,just hung the maddest shit aye [SEPA] now that im lightr i can float better and rap easir in dota,E,0.9470101
2714,gg,O,0.003705064
2715,bkb blink,O,0.035594095
2716,mvp [SEPA] where is your detection?,O,0.009778676
2717,wtf,O,0.006190833
2718,miss ??,O,0.007264865
